subject;questionType;id;completed;question;answers/0;answers/1;answers/2;answers/3;answers/4;answers/5;answers/6;answers/7;answers/8;answers/9;answers/10;answers/11;answers/12;answers/13;answers/14;answers/15;answers/16;answers/17;answers/18;answers/19;correct/0;correct/1;correct/2;correct/3;correct/4;correct/5;correct/6;correct/7;correct/8;correct/9;correct/10;correct/11;correct/12;correct/13;correct/14;correct/15;correct/16;correct/17;correct/18;correct/19;title/0;title/1;title/2;title/3;title/4;title/5;title/6;title/7;title/8;title/9;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;DD;1262;false;Ordne den Verteilungen ihre Schiefe zu.;Symmetrisch.;Linksschief bzw. rechtssteil.;Rechtsschief bzw. linkssteil.;;;;;;;;;;;;;;;;;;2;3;1;;;;;;;;;;;;;;;;;;größer als 0;0;kleiner als 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;DD;1263;false;Das Produktportfolio eines Unternehmen soll erweitert werde, dazu wird eine Kundenumfrage durchgeführt. 10 der 70 Dienstleistungsunternehmen interessieren sich für IoT, 60 für eine Cloud. 50 der 130 Produktionsunternehmen interessieren sich für IoT, 80 für eine Cloud. Ordne die Wahrscheinlichkeiten korrekt zu.;60/200 = 0,3;(60/200)+(130/200)-(50/200) = 0,7;50/130 = 0,38;;;;;;;;;;;;;;;;;;1;3;2;;;;;;;;;;;;;;;;;;Ein Unternehmen ist an IoT Services interessiert.;Ein Produktionsunternehmen ist an IoT Services interessiert.;Ein Unternehmen ist an IoT interessiert oder ist ein Produktionsunternehmen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;TQ;1264;false;Der Gini-Koeffizient.;Der Gini-Koeffizient wird durch die Abweichung der; ;zu einer Diagonalen dargestellt. Die ; ; dazwischen ist das Maß der Konzentration von Beobachtungswerten. Ist der Gini-Koeffizient 0 besteht maximale ; ;ist der Gini-Koeffizient 1 besteht maximale; ;;;;;;;;;;;;;;1;;4;;3;;2;;;;;;;;;;;;;Lorenzkurve;Konzentration;Gleichverteilung;Fläche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;OD;1265;false;In welcher Reihenfolge kann man die folgenden Werte berechnen?;Standardabweichung;Varianz;Durchschnitt;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;TL;1266;false;Ordne die englischen Begriffe den deutschen Begriffen zu. ;Binomialverteilung;Zufallsvariable;Intervallschätzung;Hypothesentest;Stichprobe;Interquartilsabstand;arithmetisches Mittel;Häufigkeitsverteilung;Säulendiagramm;Signifikanzniveau;;;;;;;;;;;8;3;5;4;1;6;9;10;2;7;;;;;;;;;;;Sample ;Bar Graph;Random Variable;Hypothesis Testing;Interval Estimation;Interquartile Range;Significance Level;Binominal Distribution;Arithmetic Mean;Frequency Distribution;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;MC;1267;false;Welcher Begriff gehört nicht zu den drei Key Flows des Supply Chain Managements?;Informationen;Ressourcen;Personal;Finanzielle Mittel;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;MC;1268;false;In welche Arten können Prozesse in einem Unternehmen eingeteilt werden?;wertschöpfend;nicht wertschöpfend;nicht wertschöpfend, aber notwendig;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;SC;1269;false;Welcher dieser Begriffe gehört nicht zu den Inventartypen?;Rohwaren;Fertigwaren;Betriebsstoffe;Kapital;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;SC;1270;false;Über welches IT-System findet der Informationsaustausch mit Kunden und Lieferanten statt?;ERP-System;CRM-System;EDI-System;Dokumentenverwaltungssystem;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;DD;1271;false;Welche der folgenden Aspekte sind wertschöpfend und welche nicht? ;Kostenreduzierung;Lieferzeitreduzierung;Serviceverbesserung;Qualitätsverbesserung;Kundenzufriedenheit;Steuerreduzierung;;;;;;;;;;;;;;;1;1;1;1;2;2;;;;;;;;;;;;;;;wertschöpfend;nicht wertschöpfend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;MC;1272;false;Markiere die Begriffe, die zu den 5P's einer Strategie zugeordnet werden können.;Plan;Pattern;Position;Perspective;Ploy;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;SC;1273;false;________ means doing the right things to create the most benefit for the company.;Effectiveness;Value;Efficiency;Productivity;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;SC;1274;false;Was ist der Break-Even-Point?;Der Punkt des maximalen Profits;Der Punkt der minimalen Kosten;Der Punkt an dem sich Kosten und Profit ausgleichen;;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;SC;1275;false;Bei welcher Art von Firmen kann man Supply Chain Strategien anwenden?;Produktion;Service;öffentliche Wirtschaft;bei allen genannten;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;TQ;1276;false;Vervollständige die Definition zu Supply Chain Management;Supply Chain Management koordiniert;;und;;von Produktionsgütern in Unternehmen und;;.;;;;;;;;;;;;;;;3;;1;;2;;;;;;;;;;;;;;;unternehmensübergreifend;Angebot;Nachfrage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;TQ;1277;false;Was ist das Council of Supply Chain Management Professionals (CSCMP)?;Das CSMP ist ein;;zum Thema Supply Chain Management. Das CSMP förde;;von Forschung und Wissen im Gebiet des;;.;;;;;;;;;;;;;;;2;;1;;3;;;;;;;;;;;;;;;die Verbesserung und Verbreitung;Berufsverband;Supply Chain Management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;TQ;1278;false;Was beschreibt der Begriff Peitscheneffekt?;Der Peitscheneffekt beschreibt das Phänomen, dass;;von der Nachfrage der Kunden abweichen und die;;der Bestellungen zum Ursprung der;;vergrößert, ähnlich wie bei einer Peitsche.;;;;;;;;;;;;;;;3;;1;;2;;;;;;;;;;;;;;;Lieferkette;Bestellungen bei Lieferanten;Schwankung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;TQ;1279;false;Erkläre den Begriffe Lean Management;Bei Lean Management geht es darum, die gesamte;;so schlank wie möglich zu gestalten. Die Wertschöpfungskette soll so;;wie möglich sei und nach Möglichkeit keine nicht wertschöpfenden;;erhalten.;;;;;;;;;;;;;;;2;;3;;1;;;;;;;;;;;;;;;effizient;Prozesse;Wertschöpfungskette;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SupplyChainManagement;TL;1280;false;Ordne den folgenden Begriffen die korrekte Übersetzung zu.;Finished goods;Quality improvement;Supply chain;Supermarket;Production control;Value-adding;Flow of goods;Electronic data interchange;Process network;Break-even point;;;;;;;;;;;3;8;4;7;10;9;5;2;6;1;;;;;;;;;;;Gewinnschwelle;Elektronischer Datenaustausch;Fertigwaren;Versorgungskette;Warenfluss;Prozessnetzwerk;Supermarktprinzip;Qualitätsverbesserung;wertschöpfend;Produktionssteuerung;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;DD;1281;false;Ordne die folgenden Begriffe den Anwendungsgebieten zu. ;Finanzbuchhaltung;Lohn- und Gehaltsabrechnung;Textverarbeitung;Grafik;Datenbank;Tabellenkalkulation;Budgetrechnung;;;;;;;;;;;;;;2;2;1;1;1;1;2;;;;;;;;;;;;;;Persönliche Anwendung;Kommerzielle Anwendung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;TQ;1282;false;Fülle den Lückentext aus.;Die Fähigkeit von Softwaresystemen auch unter außergewöhnlichen Bedingungen zu funktionieren fasst man unter dem Qualitätskriterum der ; ;zusammen. Die; ;umfasst die Einfachheit mit der die Benutzung von SW-Systemen, ihre Bedienung, das Bereitstellen von Eingabedaten, die Auswertung der Ergebnisse und das Wiederaufsetzen nach Bedienfehlern erlernt werden kann. Das Kriterium der; ;befasst sich mit der Eigenschaft, dass Softwarekomponenten teilweise oder ganz in neuen Anwendungen eingesetzt und iin diese ntegriert werden können. Die Leichtigkeit mit der SW-Produkte an Spezifikationsänderungen angepasst werden können, wird dem Kriterium der; ;zugeordnet.;;;;;;;;;;;;;2;;1;;3;;4;;;;;;;;;;;;;Benutzerfreundlichkeit;Robustheit;Erweiterbarkeit;Verifizierbarkeit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;OD;1283;false;Ordne die Phasen der Softwareentwicklung chronologisch.;Implementierung;Planung;Validierung;Installation;Definition;Entwurf;;;;;;;;;;;;;;;4;1;5;6;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;MC;1284;false;Welche der folgenden Aussagen sind wahr?;Programmierung bzw. Codierung sind Bestandteil der Implementierung.;Abnahme, Einführung, Schulung, und das Rollout werden der Installation zugeordnet.;Die Erstellung des Lastenhefts und die Prüfung auf Durchführbarkeit werden der Definitionsphase zugeordnet.;Die Anforderungsanalyse, das Pflichtenheft und die Projektplanung sind Bestandteil der Definitionsphase.;Die Entwurfsphase besteht aus den Systemtests und Integrationstests.;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;DD;1285;false;Ordne die folgenden Begriffe den Vorgehensmodellen zu. ;Phasenmodell;Wasserfallmodell;Extreme Programmierung;V-Modell;Rational Unified Process;SCRUM;;;;;;;;;;;;;;;1;1;3;2;2;3;;;;;;;;;;;;;;;Klassisches Vorgehensmodell;Modernes Vorgehensmodell;Agiles Vorgehensmodell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;MC;1286;false;Markiere die wahren Aussagen.;Die Gliederung des Pflichtenhefts entspricht der Grundgliederung des Lastenhefts. Es handelt sich um eine Verfeinerung. ;Das Lastenheft ist ein verfeinertes Pflichtenheft.;Das Pflichtenheft enthält eine Zusammenfassung aller fachlichen Anforderungen, die das zu entwickelnde Software-Produkt aus der Sicht des Auftraggebers/Kunden erfüllen muss.;Insbesondere werden in einem Lastenheft alle nicht-formalisierbaren Anforderungen aufgeführt und ̈Entwicklungsprioritäten aus auftraggebersicht festgelegt.;Generell beschreibt das Pflichtenheft eher das »Was« anstatt das »Wie«.;;;;;;;;;;;;;;;;1;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;DD;1287;false;Ordne die allgemeinen Eigenschaften eines Pflichtenhefts den sechs Kategorien zu. ;"Standardisiertes, gegliedertes Schema; meistens: textuell.";Auftraggeber, Auftragnehmer, Projektleiter, Systemanalytiker,Software-Entwickler etc.;Detaillierte verbale Beschreibung.;Zeitlich direkt nach der  Planungsphase.;Fachlicher Funktions-, Daten- und Leistungsumfang sowie die Qualitätsanforderungen.;;;;;;;;;;;;;;;;1;3;5;2;4;;;;;;;;;;;;;;;;Form;Zeitpunk;Auftraggeber;Inhalt;Sprache;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;MC;1288;false;Welche der folgenden Aussagen sind wahr?;Ein Use Case beschreibt in der Fachsprache der Anwendung einen typischen Arbeitsablauf.;Ein Use Case besteht immer nur aus einer Aufgabe, welche von mehreren Akteuren durchgeführt wird, um ein Ziel zu erreichen bzw. ein messbares Ergebnis zu erzielen.;Ein Use Case ist der Teil eines Geschäftsprozesses, der die Benutzerinteraktion mit dem Software-System beschreibt.;Ziel des Use Cases ist die Aufnahme des IST – Zustandes (Arbeitsablauf ohne das zukünftige System) und die Aufnahme des SOLL- Zustandes (Arbeitsablauf mit Unterstützung des zukünftigen Systems).;Die Beschreibung erfolgt immer in HTML. Das ist der Standard.;;;;;;;;;;;;;;;;1;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;DD;1289;false;Ordne die Aussagen den Kategorien zu.;Verzweigung von Hauptprozess A in Prozess B;Ist Prozess B beendet, zurückkehren zu Prozess A;Modellierung selbständiger Unterprozesse;Wiederverwendung in anderen Geschäftsprozessen;Analog Unterprogramm in Programmiersprachen;Verlagerung komplexer Sonderfälle in einen Erweiterungsprozess;;;;;;;;;;;;;;;1;1;2;2;2;1;;;;;;;;;;;;;;;Extend Beziehung;Include Beziehung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;MC;1290;false;Welche der folgenden Aussagen sind wahr?;Es existieren verschiedene Diagrammtypen (statisches vs. dynamisches Modell).;UML ist programmiersprachenabhängig.;Alle Softwaresysteme sind mit Hilfe von UML darstellbar.;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;DD;1291;false;Ordne die Sätze den Begriffen zu. ;Sie beschreiben das Verhalten von Objekten und sind zuständig für Änderungen oder Abfrage des Zustandes eines Objektes.;Beschreiben Dinge, Personen oder Begriffe der realen Welt (sog. Entitäten) mit ihren Attributinstanzen.;Beschreiben Gruppen von Objekten mit ihren gemeinsamen Attributen und Operationen.;;;;;;;;;;;;;;;;;;1;3;2;;;;;;;;;;;;;;;;;;Methoden;Klassen;Objekte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;MC;1292;false;Welche der folgenden Aussagen sind wahr?;Die Reihenfolge der Objekte im Sequenzdiagramm spielt keine Rolle (möglichst übersichtlich).;Sequenzdiagramme veranschaulichen Interaktionen zwischen Objekten im zeitlichen Verlauf.;Sequenzdiagramm und Klassendiagramm eines Objektmodells müssen stets unterschiedlich sein.;Das Kommunikationsdiagramm ist eine Alternative zum Objektdiagramm.;Ein Aktivitätsdiagramm ist eine Sonderform des Zustandsdiagramms.;Ein Kommunikationsdiagramm hebt die Verbindungen zwischen Objekten hervor.;;;;;;;;;;;;;;;1;1;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;TQ;1293;false;Fülle den Lückentext aus.;Das;;dient zur Ablaufbeschreibung eines Systems. Dieses Diagramm dient zur Beschreibung zeitlicher Abläufe bei der Interaktion zwischen ausgewählten Objekten. Es handelt sich hierbei um ein;;. Bei einem;;sind Attributwerte außerhalb des Objekts nicht sichtbar. Ein Merkmal des;;ist, dass eine Klasse Attribute und die Operationen ihrer Objekte definiert.;;;;;;;;;;;;;2;;1;;4;;3;;;;;;;;;;;;;Sequenzdiagramm;Aktivitätsdiagramm;Klassendiagramms;Objektdiagramm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;MC;1294;false;Markiere die wahren Aussagen.;Die Komposition ist eine starke Form der Aggregation.;Das Teilobjekt ist zu einem Zeitpunkt mehreren Aggregatobjekten zugeordnet.;Ein Teilobjekt kann mehreren Aggregatobjekten zugeordnet werden.;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Systemanalyse;TL;1295;false;Ordne den deutschen Fachbegriffen ihre englischen Übersetzungen zu.;Aggregation;Requirement Analysis;Application Software;Robustness;Specification Book;Process Models;Sequence Diagram;Composition;Commercial Application;Extensibility;;;;;;;;;;;10;6;5;7;2;4;9;8;3;1;;;;;;;;;;;Erweiterbarkeit;Pflichtenheft;Kommerzielle Anwendung;Vorgehensmodelle;Anwendungssoftware;Anforderungsanalyse;Robustheit;Komposition;Sequenzdiagramm;Aggregation;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;SC;1296;false;Wer gilt als Vater des Begriffs User Experience (UX)?;Steve Jobs;Donald Norman;Charles Babbage;Steve Wozniak;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;MC;1297;false;Welche der folgenden Methoden werden zur Verbesserung der User Experience genutzt?;Usability Testing;Eye-Tracking;Storyboarding;Tagebuchstudien;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;DD;1298;false;Entscheide welche Methoden der Nutzerbedarfsanalyse qualitativ und welche quantitativ sind.; Erwartungen;Ermittlung numerischer Werte;Einstellungen;Verhaltensweisen;Objektive Befunde: »zählen«;Subjektive Befunde: »befragen«;;;;;;;;;;;;;;;2;1;2;2;1;1;;;;;;;;;;;;;;;Quantitative Methoden;Qualitative Methoden ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;MC;1299;false;Welche Aussage ist ein Teil von Usability Testing?;Die Überprüfung von Systemkompatibilitäten.;Die Beobachtung der ersten Interaktion von Usern mit neuer Software.,;Die Durchführung von Performance Tests.;Das Auswerten von Tagebuchstudien.;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;SC;1300;false;Wozu wurde Usability Testing entwickelt?;Um eine intuitive Steuerung von Software zu ermöglichen.;Um zu testen, ob Software funktioniert.;Um die Laufzeit von Software zu optimieren. ;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;SC;1301;false;Was versteht man unter dem Begriff Storyboarding?;Das Erzählen einer Geschichte über das Nutzerverhalten.,;Die sequentielle Aneinanderreihung von Bildern um Abläufe und Abhängigkeiten im Voraus abzubilden.,;Die Sammlung von Geschichten über Anwendungsmöglichkeiten, welche auf einem Board dargestellt werden. ;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;MC;1302;false;Welche Vorteile bietet Sketching?;Möglichkeit, schnell Konzepte zu erstellen.;Entwickelte Konzepte sind sofort in digitaler Form verfügbar.;Visualisierte Problemstellungen sind besser zu verstehen.;Ergänzungen zu Protokollen von Meetings. ;;;;;;;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;OD;1303;false;Ordne die folgenden Schritte des Design Thinking Process aufsteigend nach ihrer Reihenfolge.;Empathize (Verstehen);Prototype (Bauen) ;Test (Testen) ;Define (Definieren);Ideate;;;;;;;;;;;;;;;;1;4;5;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;DD;1304;false;Entscheide welche Methoden zu welchem Design Thinking Schritt gehören.;Idea Sharing;Mockups;Storyboards;Shadowing;Interviews;»Yes and«-Thinking;;;;;;;;;;;;;;;3;1;1;2;2;3;;;;;;;;;;;;;;;Prototype;Empathize;Ideate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;MC;1305;false;In welche Kategorien kann man die Methoden der UX-Evaluation einteilen?;Implizite Methoden ;Reale Methoden;Visuelle Methoden;Substantielle Methoden;Virtuelle Methoden;Explizite Methoden;Objektive Methoden;Subjektive Methoden;;;;;;;;;;;;;1;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;DD;1306;false;Ordne die folgenden Methoden ihrer jeweiligen Kategorie zu.;Tagebuchstudien ;Usability Testing;Eye-Tracking;Elektroenzephalografie;Mitarbeiterbefragungen;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;Implizite Methoden;Explizite Methoden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;SC;1307;false;Wie verläuft die Blickrichtung von Usern auf Websites typischerweise?;Von oben nach unten;Es gibt keine typische Richtung;In F-Form;;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;SC;1308;false;Wo sollte das Suchfeld in einem Online Shop platziert sein?;oben mittig;oben rechts;unten links;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;SC;1309;false;Wo sollte sich das Logo befinden?;oben links ;oben mittig;oben rechts ;an mehreren Stellen;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UserExperience;TL;1310;false;Ordne den deutschen Fachbegriffen ihre englischen Übersetzungen zu.;Usability Test ;Consumer Insight;Attention Tracking;User Journey;Wireframe;User-Centered Design;Accessibility;Diary Study;Thinking Aloud;On-site Questionnaire ;;;;;;;;;;;10;3;1;7;5;6;9;8;2;4;;;;;;;;;;;Aufmerksamkeitsmessung;Lautes Denken;Nutzerwissen;Mitarbeiterbefragung;Drahtmodell;Nutzerorientierte Gestaltung;Endverbraucherreise;Tagebuchstudie;Barrierefreiheit;Benutzerfreundlichkeitstest;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1311;false;Für was steht die Abkürzung PHP?;Private Home Page;Hypertext Preprocessor;Personal Hypertext Processor;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1312;false;PHP ist eine serverseitige Programmiersprache, die HTML und CSS Code generieren kann.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;MC;1313;false;Welche Angaben werden benötigt, um eine Socket-Verbindung zu einem Server herzustellen?;IP-Adresse;TCP-Portnummer;MAC-Adresse;Server-Passwort;;;;;;;;;;;;;;;;;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1314;false;Anschlussströme repräsentieren eine Verbindung zu einer Quelle oder einem Zielort (Datei, Socket, usw.).;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;DD;1315;false;Weise die Aussagen richtig zu.;Skriptsprache;von Webserver instanziiert und durchgeführt;serverseitig;vom Client geladen und ausgeführt;clientseitig;hat nichts zu tun mit Java;kann fast gesamte Java-API benutzen;;;;;;;;;;;;;;1;3;2;2;1;1;2;;;;;;;;;;;;;;JavaScript;Java Applet;Java Servlet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1316;false;jQuery ist eine …;… Programmiersprache.;… JSON Library.;… JavaScript Library.;… Art, Warteschlangen (Querys) zu organisieren.;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1317;false;jQuery benutzt CSS-Selektoren, um Elemente auszuwählen.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1318;false;Ist jQuery eine Library für Client Scripting oder Server Scripting?;Client Scripting;Server Scripting;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;DD;1319;false;Was machen folgende PHP-Funktionen?;Führt eine SQL-Abfrage auf einer MySQL-Datenbank durch.;Schließt eine Verbindung zu einer MySQL-Datenbank.;Stellt unter Angabe der Verbindungsdaten eine Verbindung mit einer MySQL-Datenbank her.;;;;;;;;;;;;;;;;;;2;3;1;;;;;;;;;;;;;;;;;;mysqli_connect();mysqli_query();mysqli_close();;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1320;false;Der Servlet-Kontext-Listener wird nur benachrichtigt, wenn der Kontext initialisiert wird.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;SC;1321;false;Der Servlet-Kontext-Listener wird benachrichtigt, wenn der Kontext initialisiert oder zerstört wird.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;TQ;1322;false;Fülle die Lücken.;$_POST ist eine;;- Variable, die an jedem Punkt eines PHP-Skripts verfügbar ist. Sie enthält alle in das Formular eingegebenen Daten. Die Variable ist;;mit der ;;verknüpft, die vom HTML-Formular verwendet wird. Ist das Method-Attribut des Formulars auf POST gesetzt, stellt PHP dem Skript die;;in den superglobalen Variablen $_POST zur Verfügung, aus der sie nach Bedarf abgerufen werden kann.;;;;;;;;;;;;;3;;4;;1;;2;;;;;;;;;;;;;Formularübermittlungsmethode;Formulardaten;superglobale;unmittelbar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;TQ;1323;false;Fülle die Lücken.;Kontext-Initialisierungsparameter funktionieren genauso wie ;;zur Verfügung stehen, nicht bloß einem einzigen Servlet. Das heißt also, jedes Servlet und jede JSP der Anwendung hat automatisch Zugriff auf die;;;-Initialisierungsparameter.;;;;;;;;;;;;;;;;3;;2;;1;;;;;;;;;;;;;;;Kontext;Webanwendung;Servlet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VerteilteSysteme;TL;1324;false;Ordne den englischen Begriff dem deutschen zu.;connection stream;chain stream;value;selector;script;thread;declaration;property;network;listener;;;;;;;;;;;3;5;9;6;10;2;7;8;1;4;;;;;;;;;;;Netzwerk;Aktivitätsträger;Anschlussstrom;Empfänger;Verkettungsstrom;Selektor;Deklaration;Eigenschaft;Wert;Skript;;;;;;;;;;;;;;;;;;;;;;;;;;
